order_id,customer_id,restaurant_id,order_datetime,order_value,discount_amount,delivery_fee,commission_pct,operational_cost
10656,1886,381,2024-01-06 22:54:00,300.43,0.0,20,0.18,15.51
10657,76,422,2024-01-27 19:17:00,255.74,25.57,20,0.15,20.48
10658,547,451,2024-01-13 03:07:00,309.55,0.0,30,0.15,13.96
10659,267,93,2024-03-21 23:57:00,194.98,9.75,20,0.15,10.44
10660,317,8,2024-01-31 04:37:00,444.21,22.21,20,0.15,24.3
10661,1836,413,2024-03-01 17:30:00,358.78,0.0,30,0.15,18.54
10662,1145,247,2024-02-07 17:54:00,280.81,0.0,40,0.15,21.91
10663,1860,394,2024-02-24 02:17:00,161.66,16.17,20,0.15,9.41
10664,25,453,2024-03-24 09:58:00,399.27,0.0,50,0.18,27.86
10665,1456,331,2024-02-15 02:45:00,998.82,0.0,20,0.2,32.69
10666,160,196,2024-03-30 14:49:00,749.42,0.0,20,0.18,33.37
10667,596,433,2024-02-29 07:37:00,731.4,0.0,50,0.18,26.84
10668,1138,442,2024-01-16 04:40:00,205.17,0.0,20,0.18,12.79
10669,1759,163,2024-03-28 15:14:00,569.77,0.0,20,0.2,21.22
10670,900,434,2024-03-24 01:38:00,390.11,0.0,50,0.2,26.27
10671,502,40,2024-01-19 22:11:00,625.6,62.56,40,0.2,28.02
10672,1190,254,2024-02-06 11:46:00,375.13,0.0,30,0.2,15.37
10673,1013,396,2024-03-27 04:03:00,128.93,6.45,30,0.15,12.84
10674,703,85,2024-03-21 04:21:00,311.59,0.0,40,0.2,11.72
10675,1199,272,2024-01-31 13:36:00,86.24,4.31,30,0.18,16.35
10676,1,78,2024-03-14 16:17:00,229.53,11.48,40,0.18,15.18
10677,1923,213,2024-01-19 16:09:00,124.55,0.0,40,0.2,8.31
10678,741,304,2024-03-11 01:41:00,228.57,22.86,30,0.2,21.94
10679,1110,255,2024-01-19 00:59:00,154.18,15.42,20,0.2,14.57
10680,1598,91,2024-02-12 17:16:00,162.73,0.0,50,0.2,19.46
10681,320,484,2024-02-03 20:21:00,567.37,56.74,30,0.2,25.36
10682,1425,385,2024-02-15 03:55:00,283.04,0.0,50,0.2,17.71
10683,382,193,2024-02-09 16:13:00,177.45,0.0,30,0.15,10.12
10684,1742,253,2024-01-10 06:40:00,342.05,0.0,40,0.15,21.28
10685,1641,278,2024-03-22 18:29:00,305.92,45.89,30,0.2,19.47
10686,1342,143,2024-03-22 22:53:00,372.26,18.61,40,0.2,27.27
10687,1827,244,2024-03-09 03:38:00,417.09,20.85,30,0.18,22.08
10688,1274,212,2024-02-16 11:39:00,276.63,0.0,40,0.15,18.67
10689,1549,195,2024-01-26 01:28:00,122.25,0.0,40,0.2,21.56
10690,1699,270,2024-03-14 07:03:00,430.23,0.0,30,0.18,20.8
10691,1579,329,2024-02-25 18:38:00,439.98,0.0,40,0.18,16.77
10692,898,19,2024-03-13 21:13:00,378.06,0.0,20,0.2,18.46
10693,1976,40,2024-01-10 17:40:00,379.08,56.86,30,0.18,16.94
10694,1647,98,2024-01-06 03:40:00,313.26,31.33,30,0.18,18.88
10695,717,4,2024-03-02 20:19:00,315.84,0.0,30,0.15,24.56
10696,1920,33,2024-01-24 08:37:00,87.51,0.0,40,0.2,6.87
10697,1280,299,2024-01-28 05:30:00,408.41,0.0,20,0.15,21.1
10698,307,165,2024-01-22 20:13:00,229.79,11.49,20,0.15,18.15
10699,1974,450,2024-01-07 10:35:00,324.57,0.0,20,0.2,15.72
10700,1168,27,2024-01-21 20:52:00,492.22,0.0,50,0.18,22.93
10701,1682,173,2024-03-30 17:00:00,89.47,8.95,50,0.18,20.21
10702,391,337,2024-03-08 01:57:00,240.61,0.0,30,0.18,22.77
10703,1837,113,2024-01-24 10:21:00,468.85,23.44,40,0.15,17.36
10704,1700,434,2024-01-22 22:53:00,219.99,33.0,50,0.18,17.23
10705,1193,373,2024-03-04 10:17:00,139.47,20.92,20,0.15,18.76
10706,990,380,2024-03-16 04:58:00,488.84,24.44,30,0.15,29.05
10707,298,95,2024-02-03 10:42:00,485.97,0.0,30,0.2,25.98
10708,233,319,2024-03-19 01:02:00,392.32,58.85,20,0.18,22.76
10709,1927,233,2024-03-07 12:06:00,143.0,7.15,30,0.2,11.52
10710,271,134,2024-01-23 08:39:00,287.81,28.78,20,0.2,18.36
10711,1084,124,2024-03-28 09:24:00,1211.12,181.67,40,0.2,35.18
10712,1320,372,2024-01-13 04:52:00,303.73,0.0,30,0.2,17.13
10713,1491,351,2024-01-04 13:47:00,187.89,0.0,30,0.15,12.54
10714,1259,323,2024-01-03 09:23:00,280.85,0.0,50,0.18,15.63
10715,677,488,2024-03-17 16:30:00,210.9,31.64,40,0.15,20.38
10716,706,451,2024-03-06 15:21:00,185.94,9.3,40,0.2,14.69
10717,234,353,2024-02-19 11:00:00,116.63,0.0,40,0.15,8.28
10718,1392,116,2024-01-10 10:35:00,432.89,0.0,20,0.2,14.4
10719,1719,443,2024-02-16 10:17:00,425.41,0.0,40,0.18,16.54
10720,845,13,2024-01-11 06:50:00,892.83,0.0,20,0.2,26.22
10721,1256,405,2024-03-22 01:11:00,298.41,0.0,30,0.15,25.09
10722,1897,320,2024-01-05 16:20:00,145.98,14.6,20,0.15,16.62
10723,491,165,2024-01-23 17:12:00,485.18,24.26,40,0.18,26.7
10724,1643,208,2024-01-04 19:08:00,494.28,49.43,50,0.18,16.34
10725,503,85,2024-03-29 14:51:00,122.4,0.0,50,0.18,9.28
10726,890,248,2024-03-30 21:48:00,116.33,5.82,40,0.15,8.43
10727,1759,432,2024-02-24 21:34:00,588.27,29.41,40,0.15,26.26
10728,592,56,2024-01-09 19:44:00,69.8,0.0,30,0.15,15.08
10729,746,172,2024-02-15 19:34:00,500.06,25.0,30,0.2,20.77
10730,1405,141,2024-02-15 15:00:00,555.51,0.0,40,0.15,17.27
10731,1720,132,2024-01-04 22:38:00,128.6,0.0,50,0.15,14.09
10732,428,479,2024-03-30 21:23:00,609.18,91.38,40,0.18,23.03
10733,697,201,2024-02-15 01:22:00,127.66,0.0,20,0.2,9.04
10734,646,368,2024-02-09 13:47:00,625.29,62.53,30,0.15,22.79
10735,732,289,2024-01-26 01:45:00,12.19,0.0,30,0.18,17.8
10736,800,421,2024-03-11 14:14:00,290.94,0.0,50,0.2,24.25
10737,364,309,2024-01-13 01:31:00,541.91,0.0,40,0.2,19.58
10738,202,357,2024-01-25 12:17:00,344.88,34.49,20,0.18,16.17
10739,882,408,2024-03-01 02:12:00,361.56,0.0,50,0.18,16.51
10740,146,345,2024-01-20 23:13:00,467.68,0.0,50,0.2,23.75
10741,836,179,2024-03-17 21:10:00,325.49,16.27,40,0.15,17.12
10742,639,425,2024-02-29 13:25:00,159.58,7.98,50,0.18,18.24
10743,1481,29,2024-01-04 23:56:00,360.31,18.02,30,0.18,12.31
10744,135,443,2024-01-29 09:13:00,293.33,0.0,40,0.18,20.12
10745,626,424,2024-03-21 13:34:00,508.1,0.0,50,0.18,20.94
10746,1288,307,2024-02-12 02:30:00,472.96,0.0,50,0.18,23.87
10747,64,306,2024-01-18 02:03:00,510.15,51.02,30,0.2,28.94
10748,491,367,2024-03-16 08:40:00,882.27,0.0,50,0.2,37.08
10749,1671,36,2024-01-17 04:28:00,209.05,0.0,50,0.15,17.44
10750,41,463,2024-03-12 10:57:00,477.23,0.0,50,0.2,17.2
10751,1320,109,2024-01-22 16:56:00,110.43,0.0,30,0.18,21.1
10752,1027,316,2024-02-08 18:14:00,250.33,37.55,20,0.18,17.21
10753,913,146,2024-01-23 21:21:00,186.18,0.0,20,0.15,14.14
10754,1730,276,2024-03-03 23:43:00,326.87,16.34,20,0.15,13.68
10755,975,389,2024-02-05 20:41:00,548.99,0.0,50,0.2,29.69
10756,1134,146,2024-01-19 08:33:00,678.37,0.0,40,0.18,33.05
10757,1245,380,2024-01-21 15:31:00,500.11,0.0,20,0.18,29.46
10758,1394,168,2024-01-05 10:41:00,595.0,0.0,40,0.2,23.86
10759,368,257,2024-03-26 09:52:00,183.48,0.0,50,0.18,21.45
10760,1460,275,2024-03-27 05:57:00,920.85,46.04,30,0.15,33.96
10761,918,87,2024-03-10 11:21:00,459.58,22.98,40,0.15,21.21
10762,1028,154,2024-01-13 19:25:00,121.72,0.0,50,0.15,19.88
10763,244,497,2024-02-22 08:58:00,223.0,0.0,20,0.2,16.51
10764,902,285,2024-03-19 20:30:00,266.91,0.0,20,0.18,22.14
10765,166,315,2024-02-12 08:52:00,595.63,0.0,50,0.18,31.22
10766,1050,319,2024-02-19 20:59:00,259.66,0.0,50,0.18,20.13
10767,1419,98,2024-01-19 00:50:00,108.85,10.88,40,0.18,21.2
10768,1498,211,2024-02-13 16:10:00,135.4,0.0,20,0.2,15.72
10769,1041,446,2024-01-08 21:20:00,162.54,0.0,50,0.2,11.67
10770,728,48,2024-03-25 09:28:00,204.03,30.6,50,0.2,17.55
10771,1116,318,2024-03-23 02:47:00,335.22,33.52,20,0.2,19.9
10772,483,274,2024-02-07 22:13:00,395.69,39.57,30,0.15,16.85
10773,543,194,2024-02-14 16:37:00,81.45,0.0,20,0.15,16.92
10774,1229,252,2024-01-23 09:15:00,380.44,0.0,50,0.2,14.94
10775,1526,283,2024-02-26 12:35:00,342.71,0.0,20,0.18,19.15
10776,931,262,2024-02-20 18:55:00,436.4,0.0,20,0.15,17.43
10777,400,487,2024-01-08 05:48:00,212.38,0.0,40,0.15,23.95
10778,1231,454,2024-02-02 18:25:00,480.07,0.0,40,0.2,17.62
10779,619,443,2024-02-18 04:59:00,590.27,59.03,50,0.15,31.04
10780,1170,262,2024-02-29 03:31:00,1502.44,0.0,20,0.15,48.99
10781,879,31,2024-01-27 06:21:00,380.91,19.05,20,0.18,17.96
10782,101,105,2024-02-03 08:01:00,486.16,0.0,30,0.15,15.01
10783,880,488,2024-02-23 22:20:00,209.72,20.97,50,0.18,20.15
10784,830,350,2024-02-28 23:34:00,71.05,0.0,50,0.15,8.78
10785,1904,312,2024-03-05 23:58:00,177.43,0.0,50,0.18,18.12
10786,1265,438,2024-03-10 01:12:00,199.92,0.0,30,0.15,11.99
10787,1947,469,2024-03-19 11:40:00,429.65,0.0,50,0.2,13.92
10788,759,169,2024-01-28 12:33:00,193.05,19.31,20,0.15,9.39
10789,163,236,2024-03-02 09:12:00,523.36,0.0,20,0.2,25.07
10790,1908,274,2024-03-25 19:04:00,419.77,0.0,50,0.18,25.83
10791,1197,343,2024-01-11 00:07:00,552.79,0.0,20,0.15,29.1
10792,502,230,2024-01-13 13:20:00,1646.21,0.0,50,0.18,47.21
10793,547,23,2024-02-21 07:00:00,956.46,0.0,50,0.2,29.2
10794,1308,476,2024-01-06 03:27:00,190.53,9.53,30,0.18,17.39
10795,1383,164,2024-01-28 18:53:00,153.0,7.65,40,0.15,18.11
10796,381,281,2024-01-26 23:53:00,336.08,0.0,50,0.18,21.01
10797,870,7,2024-02-14 09:48:00,167.02,0.0,50,0.18,11.89
10798,905,210,2024-01-03 22:20:00,565.23,0.0,40,0.2,25.47
10799,1996,253,2024-02-13 09:14:00,421.53,0.0,30,0.18,19.64
10800,1935,404,2024-02-23 15:47:00,89.75,8.98,30,0.18,13.58
10801,1557,133,2024-03-25 21:42:00,229.15,11.46,50,0.2,20.0
10802,1844,274,2024-02-23 06:36:00,418.86,41.89,50,0.2,23.23
10803,1187,106,2024-01-16 15:54:00,109.37,0.0,40,0.15,10.19
10804,1002,232,2024-02-24 04:30:00,433.3,43.33,40,0.18,13.69
10805,609,33,2024-02-23 11:41:00,892.16,0.0,30,0.18,35.67
10806,307,79,2024-02-15 17:27:00,574.32,28.72,20,0.15,26.98
10807,1363,35,2024-03-05 06:21:00,116.8,5.84,30,0.2,20.72
10808,55,495,2024-01-19 07:21:00,51.35,0.0,20,0.2,10.07
10809,983,110,2024-03-13 00:58:00,153.1,7.66,40,0.18,22.86
10810,333,321,2024-02-26 07:43:00,53.14,0.0,50,0.18,12.56
10811,127,63,2024-01-12 02:20:00,186.19,9.31,40,0.15,22.47
10812,1964,469,2024-03-29 09:11:00,177.48,8.87,50,0.2,18.19
10813,705,328,2024-03-20 22:09:00,57.03,5.7,50,0.18,10.28
10814,243,455,2024-03-01 17:54:00,151.43,7.57,40,0.2,13.05
10815,1885,297,2024-02-05 05:48:00,607.91,30.4,50,0.2,26.66
10816,600,178,2024-02-15 14:17:00,172.65,0.0,50,0.18,18.65
10817,1872,384,2024-01-24 06:38:00,628.75,0.0,50,0.2,25.83
10818,1433,364,2024-02-04 04:57:00,332.3,0.0,20,0.2,25.87
10819,503,232,2024-01-05 19:34:00,503.82,0.0,20,0.2,24.89
10820,1751,104,2024-02-21 22:27:00,143.71,0.0,30,0.2,10.35
10821,604,414,2024-03-07 12:21:00,101.6,0.0,20,0.15,7.83
10822,303,294,2024-02-24 02:15:00,125.45,0.0,40,0.15,19.92
10823,1488,35,2024-01-09 22:15:00,357.5,35.75,40,0.15,16.53
10824,235,194,2024-03-22 21:26:00,416.44,20.82,50,0.18,27.98
10825,1720,174,2024-01-13 05:48:00,405.31,20.27,50,0.18,24.1
10826,1062,392,2024-03-03 15:07:00,73.28,0.0,20,0.2,10.88
10827,139,102,2024-01-17 03:29:00,731.63,36.58,40,0.15,33.91
10828,195,324,2024-03-15 15:45:00,105.56,0.0,30,0.2,8.02
10829,1551,293,2024-01-26 00:50:00,522.24,0.0,30,0.18,22.95
10830,1793,85,2024-01-02 13:55:00,243.2,24.32,50,0.15,12.31
10831,647,397,2024-02-29 12:48:00,668.5,66.85,30,0.18,32.23
10832,1,201,2024-03-26 15:32:00,107.82,0.0,20,0.18,7.65
10833,561,173,2024-01-01 12:45:00,271.71,0.0,20,0.15,21.44
10834,1120,29,2024-02-07 07:34:00,265.67,0.0,40,0.15,23.25
10835,713,297,2024-03-11 03:39:00,130.7,6.54,40,0.15,11.78
10836,413,56,2024-02-27 22:17:00,490.0,0.0,50,0.2,25.74
10837,538,472,2024-03-17 16:42:00,212.78,0.0,30,0.18,10.57
10838,1879,16,2024-03-17 13:08:00,66.3,0.0,40,0.2,8.72
10839,429,140,2024-03-06 23:57:00,685.83,0.0,40,0.2,33.1
10840,235,66,2024-03-22 14:46:00,481.42,0.0,30,0.15,18.02
10841,349,446,2024-03-24 20:04:00,332.09,0.0,50,0.2,16.02
10842,1780,147,2024-01-27 06:34:00,60.75,3.04,30,0.18,19.61
10843,1894,158,2024-03-09 14:33:00,185.8,0.0,30,0.18,13.11
10844,1505,400,2024-01-19 17:59:00,811.48,0.0,40,0.15,28.97
10845,1863,472,2024-01-28 04:22:00,125.64,0.0,20,0.18,11.97
10846,396,397,2024-03-10 14:39:00,124.19,0.0,40,0.18,18.19
10847,1375,69,2024-03-11 04:13:00,177.69,17.77,50,0.15,23.13
10848,416,23,2024-03-17 05:52:00,269.72,13.49,50,0.18,12.14
10849,1910,190,2024-03-29 12:10:00,179.26,0.0,30,0.15,20.6
10850,916,248,2024-02-23 18:19:00,332.84,0.0,20,0.2,20.22
10851,1911,486,2024-01-07 10:55:00,199.5,9.98,30,0.18,17.12
10852,1075,415,2024-03-26 01:40:00,307.73,15.39,20,0.15,20.45
10853,81,309,2024-03-30 08:45:00,328.35,0.0,30,0.18,23.89
10854,36,376,2024-03-27 10:39:00,134.49,0.0,30,0.18,18.31
10855,1091,145,2024-03-05 20:33:00,805.74,0.0,30,0.15,28.67
10856,641,384,2024-03-14 10:48:00,740.15,37.01,20,0.15,20.24
10857,882,305,2024-02-09 12:49:00,549.25,0.0,20,0.18,22.01
10858,1691,177,2024-01-21 17:47:00,200.02,10.0,20,0.15,22.48
10859,757,195,2024-03-28 12:40:00,219.82,0.0,40,0.2,18.06
10860,623,410,2024-03-17 16:41:00,396.17,0.0,40,0.2,18.66
10861,1704,13,2024-03-26 11:45:00,254.87,12.74,30,0.15,11.1
10862,1505,364,2024-01-05 08:46:00,299.0,0.0,30,0.2,25.5
10863,468,166,2024-03-18 06:59:00,245.42,0.0,50,0.2,13.38
10864,1166,150,2024-01-19 06:10:00,237.02,23.7,30,0.15,19.72
10865,356,341,2024-01-03 21:09:00,240.15,0.0,40,0.2,18.7
10866,709,413,2024-02-11 09:07:00,180.37,0.0,40,0.2,11.1
10867,1495,45,2024-03-13 07:52:00,175.84,8.79,50,0.18,11.66
10868,1645,174,2024-03-14 14:00:00,1000.81,0.0,40,0.2,39.12
10869,1020,167,2024-03-28 08:12:00,191.61,0.0,40,0.2,23.78
10870,1912,197,2024-02-17 03:21:00,878.17,0.0,20,0.15,28.07
10871,1615,206,2024-01-16 05:33:00,1135.62,0.0,20,0.18,35.22
10872,902,82,2024-03-13 21:44:00,430.67,21.53,50,0.18,21.41
10873,673,68,2024-02-21 14:26:00,836.76,83.68,30,0.15,23.63
10874,439,97,2024-01-13 13:22:00,146.17,0.0,40,0.18,22.53
10875,531,167,2024-03-18 03:31:00,668.63,66.86,40,0.2,22.96
10876,127,404,2024-01-08 13:03:00,312.69,0.0,30,0.2,17.84
10877,205,77,2024-01-05 20:24:00,540.16,0.0,30,0.2,29.02
10878,29,484,2024-03-29 07:41:00,316.37,31.64,20,0.18,21.87
10879,445,237,2024-02-08 07:49:00,51.25,7.69,20,0.15,10.46
10880,966,196,2024-03-05 14:39:00,263.83,26.38,50,0.15,11.23
10881,1743,291,2024-01-27 09:44:00,618.09,0.0,30,0.18,19.39
10882,464,136,2024-03-13 19:35:00,491.9,49.19,50,0.18,20.7
10883,1304,308,2024-02-04 07:50:00,470.86,0.0,30,0.15,21.07
10884,151,296,2024-02-16 12:44:00,182.78,0.0,20,0.2,15.86
10885,240,377,2024-03-29 15:32:00,102.84,15.43,50,0.18,8.05
10886,266,369,2024-01-07 08:12:00,1075.59,0.0,30,0.2,27.11
10887,1718,367,2024-01-25 08:46:00,461.57,0.0,30,0.15,23.58
10888,1129,36,2024-03-12 10:00:00,456.76,22.84,50,0.15,16.57
10889,1961,390,2024-03-12 23:31:00,708.59,35.43,50,0.15,29.01
10890,1457,248,2024-01-11 01:02:00,336.74,16.84,20,0.18,13.99
10891,913,254,2024-02-02 04:29:00,88.18,13.23,20,0.18,15.0
10892,497,214,2024-01-16 12:03:00,622.53,0.0,50,0.15,21.56
10893,1464,252,2024-01-13 14:47:00,299.99,0.0,20,0.18,14.02
10894,1772,70,2024-01-07 23:47:00,686.23,0.0,30,0.2,22.04
10895,685,234,2024-02-08 17:42:00,438.57,0.0,20,0.15,20.19
10896,158,484,2024-02-13 01:07:00,346.71,0.0,20,0.15,20.04
10897,172,329,2024-01-03 05:46:00,213.46,21.35,20,0.15,21.64
10898,494,16,2024-02-23 18:56:00,263.75,26.38,30,0.15,21.18
10899,970,487,2024-01-18 18:01:00,270.55,0.0,20,0.2,13.59
10900,1335,174,2024-03-19 20:56:00,666.01,33.3,50,0.18,24.84
10901,1427,187,2024-03-11 05:23:00,228.57,0.0,30,0.15,10.05
10902,1693,294,2024-01-26 12:18:00,533.05,0.0,20,0.15,24.21
10903,1794,225,2024-02-22 15:14:00,250.18,12.51,30,0.15,20.56
10904,676,274,2024-03-20 22:32:00,27.73,1.39,50,0.15,16.69
10905,659,12,2024-01-22 23:35:00,189.61,18.96,40,0.18,10.66
10906,903,310,2024-03-10 17:29:00,460.65,23.03,40,0.18,21.71
10907,666,219,2024-01-14 02:14:00,532.0,53.2,30,0.2,28.88
10908,1487,431,2024-02-08 05:26:00,497.26,49.73,50,0.2,17.73
10909,367,1,2024-02-03 19:15:00,77.65,0.0,50,0.18,7.64
10910,550,399,2024-02-29 12:34:00,30.44,3.04,40,0.18,9.5
10911,643,111,2024-02-28 21:31:00,139.6,0.0,30,0.15,9.35
10912,1894,475,2024-02-22 08:51:00,203.62,0.0,20,0.18,9.96
10913,255,464,2024-01-31 15:33:00,325.46,16.27,40,0.18,14.88
10914,208,277,2024-01-25 22:35:00,432.44,0.0,50,0.18,19.17
10915,450,129,2024-02-14 00:28:00,128.21,6.41,50,0.2,18.72
10916,95,93,2024-02-24 00:29:00,391.37,0.0,40,0.15,13.94
10917,1884,451,2024-03-23 10:59:00,413.02,0.0,40,0.2,27.88
10918,839,396,2024-03-23 04:19:00,717.34,71.73,30,0.2,19.52
10919,478,380,2024-01-20 22:57:00,668.04,33.4,20,0.15,30.46
10920,683,412,2024-03-18 08:46:00,327.46,0.0,30,0.2,11.63
10921,762,39,2024-01-06 11:41:00,296.31,0.0,50,0.15,14.7
10922,190,421,2024-02-27 16:54:00,166.03,8.3,50,0.2,22.31
10923,711,479,2024-02-28 22:29:00,175.84,8.79,30,0.18,15.03
10924,1508,316,2024-01-07 22:41:00,219.99,0.0,50,0.18,14.52
10925,1757,159,2024-03-03 21:08:00,96.7,0.0,50,0.18,16.79
10926,1560,186,2024-03-06 23:17:00,51.61,2.58,30,0.15,17.54
10927,756,481,2024-03-24 21:24:00,212.32,0.0,40,0.2,23.02
10928,1447,353,2024-01-23 02:11:00,224.54,11.23,30,0.18,23.17
10929,836,256,2024-03-09 10:18:00,611.7,30.59,30,0.15,27.71
10930,1664,239,2024-03-07 15:06:00,295.97,0.0,20,0.15,11.6
10931,1629,104,2024-03-26 03:20:00,136.12,0.0,20,0.2,12.37
10932,1836,395,2024-03-12 13:54:00,454.92,0.0,30,0.15,18.63
10933,133,366,2024-02-11 07:29:00,252.76,0.0,50,0.15,14.88
10934,55,29,2024-01-27 07:36:00,89.41,0.0,40,0.2,8.38
10935,510,89,2024-03-07 01:34:00,367.93,0.0,40,0.15,12.97
10936,670,375,2024-02-12 07:19:00,354.73,0.0,30,0.15,15.57
10937,1565,397,2024-03-24 00:24:00,443.66,0.0,30,0.2,22.63
10938,410,51,2024-03-28 19:21:00,76.54,7.65,40,0.18,6.58
10939,1235,364,2024-01-29 10:07:00,435.92,21.8,20,0.2,27.03
10940,1690,438,2024-03-10 23:38:00,1074.82,0.0,20,0.2,40.32
10941,1317,147,2024-03-09 10:10:00,1235.35,0.0,30,0.18,38.92
10942,987,314,2024-03-07 15:44:00,823.92,0.0,20,0.2,22.25
10943,734,36,2024-01-23 10:50:00,248.37,0.0,40,0.18,24.66
10944,1139,284,2024-02-19 18:56:00,589.34,0.0,20,0.15,26.07
10945,1973,452,2024-01-31 06:10:00,130.01,6.5,30,0.2,15.56
10946,1694,387,2024-01-19 15:31:00,359.65,0.0,50,0.18,19.35
10947,259,486,2024-01-15 17:05:00,508.93,0.0,20,0.18,17.15
10948,1787,101,2024-02-22 11:03:00,209.59,20.96,20,0.18,21.16
10949,1146,107,2024-02-19 05:33:00,203.15,10.16,20,0.2,16.5
10950,299,345,2024-02-09 09:00:00,191.46,9.57,50,0.2,9.13
10951,1799,425,2024-03-29 00:14:00,1182.64,0.0,40,0.2,30.94
10952,1405,291,2024-03-23 10:03:00,276.68,0.0,20,0.18,14.83
10953,561,349,2024-02-27 20:50:00,511.92,51.19,20,0.15,28.96
10954,1913,105,2024-02-18 19:40:00,464.51,46.45,40,0.2,21.18
10955,1865,221,2024-02-25 15:25:00,188.72,0.0,20,0.2,22.88
10956,1525,76,2024-02-12 04:03:00,334.2,16.71,50,0.15,15.81
10957,297,227,2024-01-07 23:17:00,280.84,28.08,30,0.2,25.38
10958,362,84,2024-01-24 16:25:00,485.81,0.0,20,0.15,29.04
10959,589,465,2024-01-04 18:20:00,925.76,0.0,20,0.2,34.19
10960,1487,76,2024-02-26 23:17:00,250.02,25.0,50,0.2,21.35
10961,1462,249,2024-03-21 22:36:00,278.17,27.82,30,0.15,10.93
10962,127,255,2024-03-22 02:25:00,427.89,0.0,30,0.18,17.01
10963,197,50,2024-03-10 12:37:00,393.4,0.0,20,0.2,15.79
10964,221,356,2024-01-07 18:59:00,371.86,0.0,40,0.15,26.83
10965,995,458,2024-01-08 22:44:00,297.38,0.0,30,0.18,17.08
10966,91,210,2024-03-03 22:54:00,631.33,63.13,30,0.15,26.65
10967,411,158,2024-03-10 21:58:00,631.86,0.0,50,0.18,21.68
10968,8,328,2024-02-16 13:42:00,437.85,0.0,20,0.15,17.58
10969,544,233,2024-01-31 22:07:00,776.36,38.82,40,0.2,26.81
10970,468,371,2024-02-20 10:23:00,66.9,0.0,50,0.2,11.1
10971,320,77,2024-03-27 05:09:00,831.58,0.0,30,0.18,32.9
10972,1418,223,2024-01-07 02:33:00,885.63,88.56,50,0.15,32.05
10973,269,121,2024-01-26 06:22:00,146.86,22.03,40,0.2,18.34
10974,1215,454,2024-01-02 11:49:00,458.95,22.95,30,0.15,22.28
10975,1885,310,2024-02-29 04:21:00,271.79,40.77,50,0.15,23.98
10976,1699,327,2024-01-29 17:07:00,606.12,0.0,30,0.18,18.09
10977,61,341,2024-02-06 16:32:00,877.46,87.75,20,0.15,33.8
10978,1462,358,2024-03-04 16:34:00,1142.32,114.23,20,0.2,31.45
10979,1288,107,2024-02-25 05:51:00,492.47,0.0,40,0.18,24.2
10980,797,241,2024-01-14 15:46:00,387.0,19.35,50,0.18,26.63
10981,1119,435,2024-01-02 20:56:00,487.03,0.0,20,0.15,19.4
10982,553,28,2024-01-23 08:13:00,124.26,0.0,30,0.18,21.94
10983,926,192,2024-01-09 18:26:00,657.13,65.71,50,0.2,20.79
10984,1494,249,2024-02-02 20:07:00,549.72,54.97,20,0.2,30.32
10985,661,364,2024-02-07 00:23:00,445.1,0.0,20,0.15,14.53
10986,716,213,2024-02-26 03:30:00,143.4,7.17,40,0.15,12.8
10987,779,21,2024-02-01 02:33:00,238.17,35.73,40,0.15,20.24
10988,1538,472,2024-03-10 04:09:00,259.0,0.0,20,0.2,22.85
10989,1714,155,2024-01-22 17:31:00,224.86,11.24,40,0.2,12.0
10990,1961,27,2024-02-02 02:07:00,522.34,0.0,30,0.18,29.46
10991,194,77,2024-01-24 06:04:00,248.91,0.0,40,0.18,12.33
10992,482,306,2024-03-01 22:45:00,161.17,8.06,30,0.18,21.25
10993,1923,413,2024-01-04 23:58:00,750.72,0.0,20,0.15,33.29
10994,1360,423,2024-02-14 18:55:00,1027.95,0.0,20,0.18,36.63
10995,1459,57,2024-01-23 09:31:00,65.0,0.0,40,0.18,19.66
10996,1220,119,2024-02-06 16:07:00,106.77,0.0,50,0.2,8.38
10997,855,476,2024-03-25 01:27:00,154.93,0.0,50,0.18,21.98
10998,1273,165,2024-03-08 14:49:00,285.91,0.0,30,0.15,17.67
10999,498,477,2024-02-23 06:39:00,1365.88,0.0,20,0.15,36.75
11000,212,64,2024-03-15 04:09:00,241.2,0.0,20,0.15,9.92
11001,665,48,2024-03-10 20:24:00,241.41,0.0,30,0.18,18.38
11002,670,150,2024-02-25 23:36:00,226.94,0.0,20,0.18,10.48
11003,1490,484,2024-02-05 22:54:00,264.26,0.0,20,0.18,10.47
11004,1898,158,2024-02-21 19:35:00,334.17,0.0,30,0.15,17.95
11005,1675,156,2024-02-29 21:42:00,702.97,0.0,20,0.18,19.97
11006,221,151,2024-02-05 20:41:00,761.18,0.0,40,0.2,32.92
11007,273,225,2024-01-13 17:06:00,479.38,0.0,20,0.15,15.28
11008,1178,260,2024-02-19 20:54:00,202.86,0.0,40,0.15,17.49
11009,1273,387,2024-02-09 18:27:00,613.15,30.66,30,0.18,25.19
11010,279,256,2024-02-09 17:21:00,790.17,0.0,30,0.18,29.23
11011,1464,61,2024-01-26 13:17:00,157.44,7.87,30,0.18,10.13
11012,1972,352,2024-01-03 03:03:00,627.06,0.0,50,0.18,30.77
11013,816,260,2024-03-18 12:17:00,296.03,0.0,40,0.2,20.71
11014,276,321,2024-03-15 01:36:00,139.88,0.0,20,0.18,19.54
11015,1005,396,2024-01-30 23:07:00,574.93,57.49,50,0.2,29.21
11016,514,397,2024-03-16 14:07:00,914.12,0.0,50,0.2,36.7
11017,1112,162,2024-02-10 20:27:00,754.65,37.73,30,0.18,30.93
